call_sign,channel,frequency_mhz,service_type,status,city,state,country,facility_id,erp_kw,haat_m,latitude,longitude,licensee
K239AL,239,95.7,FX,LIC,COOS BAY,OR,US,147689,0.25,0.0,43.354278,-124.242889,"BICOASTAL MEDIA LICENSES III, LLC"
K239BP,239,95.7,FX,LIC,FLYNN,OR,US,149659,0.0155,0.0,44.640111,-123.274806,UNKNOWN
KBOY-FM,239,95.7,FM,LIC,MEDFORD,OR,US,33678,60.0,299.0,42.452889,-123.056972,UNKNOWN
KBOY-FM,239,95.7,FM,LIC,MEDFORD,OR,US,33678,2.3,288.0,42.452889,-123.056972,UNKNOWN
K239BO,239,95.7,FX,LIC,NEWPORT,OR,US,156610,0.03,0.0,44.7565,-124.049278,UNKNOWN
KRCO-FM,239,95.7,FM,LIC,PRINEVILLE,OR,US,27168,100.0,182.0,44.077611,-121.331417,UNKNOWN
W239CR,239,95.7,FX,LIC,AMBRIDGE,PA,US,202203,0.25,0.0,-182373.050069,-80.202778,"202203          0.25 kW DA       0. m   393.3 m        m   N 40 35   8.0  W  80 12  10.0  1056708    ST. BARNABAS BROADCASTING, INC."
WQMO-LP,239,95.7,FL,CP,ARRISBURG,PA,US,787977,0.05,17.0,-245940.950014,-76.843611,787977          0.05 kW         17. m    160. m        m   N 40 14    38  W  76 50    37  1002504    MOVIATE
WMRF-FM,239,95.7,FM,LIC,LEWISTOWN,PA,US,42131,0.31,433.0,40.572306,-77.513889,"SOUTHERN BELLE, LLC"
WPEP-LP,239,95.7,FL,CP,MEADVILLE,PA,US,788343,0.033,0.0,-245549.050009,-80.142722,"788343         0.033 kW        52.2 m    445. m        m   N 41 39  35.5  W  80 08  33.8             PENNSYLVANIA EQUALITY PROJECT, INC."
WBHD,239,95.7,FM,LIC,OLYPHANT,PA,US,43521,0.6,308.0,41.435889,-75.728778,UNKNOWN
WBEN-FM,239,95.7,FM,LIC,PHILADELPHIA,PA,US,22308,8.9,350.0,40.039278,-75.236556,"BEASLEY MEDIA GROUP LICENSES, LLC"
WBEN-FM,239,95.7,FM,LIC,PHILADELPHIA,PA,US,22308,11.0,309.0,40.041778,-75.239611,"BEASLEY MEDIA GROUP LICENSES, LLC"
WBEN-FM,239,95.7,FM,LIC,PHILADELPHIA,PA,US,22308,11.0,309.0,40.041778,-75.239611,"BEASLEY MEDIA GROUP LICENSES, LLC"
W239CE,239,95.7,FX,LIC,SELINSGROVE,PA,US,141555,0.019,0.0,40.84175,-76.898861,NORTHEASTERN PENNSYLVANIA EDUCATIONAL TELEVISION ASSOCIATION
WFID,239,95.7,FM,LIC,RIO PIEDRAS,PR,US,10063,50.0,287.0,18.264667,-66.084306,UNKNOWN
WFID,239,95.7,FM,LIC,RIO PIEDRAS,PR,US,10063,16.0,0.0,18.383333,-66.066944,"MADIFIDE, INC."
W239DA,239,95.7,FX,LIC,COLUMBIA,SC,US,138263,0.25,0.0,-200168.383403,-80.980278,138263          0.25 kW DA       0. m    259. m        m   N 34  3  24.0  W  80 58  49.0  1229844    THE MEETING PLACE CHURCH OF GREATER COLUMBIA
WQKI-FM,239,95.7,FM,LIC,ORANGEBURG,SC,US,6484,4.0,0.0,-169047.067778,-80.80425,"6484              4. kW DA    123.3 m   178.4 m        m   N 33 26  35.6  W  80 48  15.3  1242373    COMMUNITY BROADCASTERS, LLC"
KELO-FM,239,95.7,FM,LIC,DELL RAPIDS,SD,US,76903,25.0,100.0,43.763306,-96.807833,"MIDWEST COMMUNICATIONS, INC."
KELO-FM,239,95.7,FM,CP,DELL RAPIDS,SD,US,76903,0.97,0.0,-217691.716936,-96.726389,"76903           0.97 kW        49.8 m    488. m        m   N 43 32  32.0  W  96 43  35.0  1064478    MIDWEST COMMUNICATIONS, INC."
W239CO,239,95.7,FX,LIC,CHATTANOOGA,TN,US,201241,0.065,0.0,-109850.016685,-85.363889,"201241         0.065 kW DA       0. m    262. m        m   N 35  4    43  W  85 21    50             BRIDGEPORT, INC."
WAYB-FM,239,95.7,FM,LIC,GRAYSVILLE,TN,US,71148,6.0,100.0,35.410889,-85.131611,UNKNOWN
WFKX,239,95.7,FM,LIC,ENDERSON,TN,US,73392,6.0,100.0,35.643694,-88.773389,"SOUTHERN STONE COMMUNICATIONS, LLC"
WDKW,239,95.7,FM,LIC,MARYVILLE,TN,US,23332,6.0,98.0,35.831194,-84.023806,"MIDWEST COMMUNICATIONS, INC."
W239AE,239,95.7,FX,LIC,WINCHESTER,TN,US,87435,0.01,226.0,35.100639,-86.12275,UNKNOWN
KBST-FM,239,95.7,FM,LIC,BIG SPRING,TX,US,33685,33.0,140.0,32.220389,-101.440667,"KBEST MEDIA, LLC"
K239BM,239,95.7,FX,LIC,BROWNSVILLE,TX,US,141967,0.024,0.0,25.96425,-97.519417,THE WORSHIP CENTER OF KINGSVILLE
K239CC,239,95.7,FX,LIC,BURLESON,TX,US,139324,0.25,0.0,32.57875,-97.280861,"GRACE MEDIA PARTNERS, LLC"
KWSK-LP,239,95.7,FL,LIC,CASON,TX,US,134527,0.1,0.0,33.060389,-94.802417,UNKNOWN
KPUR-FM,239,95.7,FM,LIC,CLAUDE,TX,US,33448,100.0,119.0,35.104472,-101.658222,UNKNOWN
KRRH-LP,239,95.7,FL,LIC,EDINBURG,TX,US,195133,0.033,51.0,26.312,-98.143333,UNKNOWN
KKHH,239,95.7,FM,LIC,HOUSTON,TX,US,25449,100.0,585.0,29.576333,-95.510194,UNKNOWN
KKHH,239,95.7,FM,LIC,HOUSTON,TX,US,25449,76.0,0.0,29.571056,-95.5105,"AUDACY LICENSE, LLC"
KKHH,239,95.7,FM,LIC,HOUSTON,TX,US,25449,7.5,338.0,29.576333,-95.510194,UNKNOWN
KLEY-FM,239,95.7,FM,LIC,JOURDANTON,TX,US,55414,11.0,316.0,28.916194,-98.661139,ALPHA MEDIA LICENSEE LLC
K239AM,239,95.7,FX,LIC,PALESTINE,TX,US,156885,0.25,0.0,31.772778,-95.616667,"ZULA COM, LLC"
K239DA,239,95.7,FX,LIC,RICHARDSON,TX,US,202666,0.06,0.0,-125996.766683,-96.873583,202666          0.06 kW DA      98. m   251.6 m        m   N 32 45  52.8  W  96 52  24.9  1049502    CLARO COMMUNCIATIONS LTD.
KYNC-LP,239,95.7,FL,LIC,SACHSE,TX,US,194450,0.016,76.0,33.002056,-96.372472,IGLESIA CASA DE ORACION Y ALABANZA AG
KTLL-LP,239,95.7,FL,LIC,TERRELL,TX,US,781484,0.1,30.0,-268826.733361,-96.304333,781484           0.1 kW         30. m    180. m        m   N 32 44  27.2  W  96 18  15.6             MINISTERIOS EL REY YA VIENE
K239CB,239,95.7,FX,LIC,TYLER,TX,US,156967,0.25,0.0,32.375194,-95.269722,"CHALK HILL COMMUNICATIONS, LLC"
KBGO,239,95.7,FM,LIC,WACO,TX,US,33724,24.0,154.0,31.514333,-97.195556,"IHM LICENSES, LLC"
KBGO,239,95.7,FM,LIC,WACO,TX,US,33724,0.92,134.0,31.514333,-97.195833,"IHM LICENSES, LLC"
KZLH-LP,239,95.7,FL,MOD,ZAPATA,TX,US,135520,0.05,36.0,-200746.666681,-99.254194,135520          0.05 kW         36. m    130. m        m   N 26 51  13.1  W  99 15  15.1             ZAPATA LIFE AND HEALTH RADIO
KUTC,239,95.7,FM,LIC,GUNNISON,UT,US,65377,3.0,716.0,39.321611,-111.770472,UNKNOWN
WFLO-FM,239,95.7,FM,LIC,FARMVILLE,VA,US,12320,50.0,150.0,-144272.347222,-78.385556,"12320            50. kW DA     150. m    270. m        m   N 37 19  35.5  W  78 23   8.0  1016647    K-LOVE, INC."
WROF-LP,239,95.7,FL,LIC,FLOYD,VA,US,197268,0.002,0.0,36.928583,-80.41625,UNKNOWN
WVKL,239,95.7,FM,LIC,NORFOLK,VA,US,4672,40.0,268.0,36.815694,-76.466333,UNKNOWN
WVKL,239,95.7,FM,LIC,NORFOLK,VA,US,4672,1.75,0.0,-232563.867153,-76.164028,"4672            1.75 kW         40. m    40.2 m        m   N 36 50  44.4  W  76 09  50.5             AUDACY LICENSE, LLC"
WROE-LP,239,95.7,FL,LIC,ROANOKE,VA,US,192071,0.1,-76.0,37.257,-79.989972,UNKNOWN
WRXA-LP,239,95.7,FL,LIC,ROCKY MOUNT,VA,US,196071,0.1,0.0,36.995028,-79.899806,UNKNOWN
W239BV,239,95.7,FX,LIC,WINCHESTER,VA,US,142766,0.045,0.0,39.177333,-78.264444,"IHM LICENSES, LLC"
WDOT,239,95.7,FM,LIC,DANVILLE,VT,US,4001,3.8,75.0,44.416167,-72.058417,UNKNOWN
WMTZ-LP,239,95.7,FL,LIC,RUTLAND,VT,US,134309,0.1,-105.0,43.607556,-72.955639,UNKNOWN
K239CY,239,95.7,FX,LIC,BLAINE,WA,US,202960,0.045,0.0,48.9965,-122.649056,"WAY BROADCASTING LICENSEE, LLC"
KJEB,239,95.7,FM,LIC,SEATTLE,WA,US,48385,100.0,387.0,47.544278,-122.108444,"IHM LICENSES, LLC"
KJEB,239,95.7,FM,LIC,SEATTLE,WA,US,48385,22.0,368.0,47.544278,-122.108444,"IHM LICENSES, LLC"
K239CL,239,95.7,FX,LIC,SPOKANE,WA,US,147992,0.21,0.0,47.599333,-117.300194,HOPE MEDIA GROUP
K239CS,239,95.7,FX,LIC,SUNNYSIDE,WA,US,201424,0.25,0.0,-146644.066736,-120.037278,201424          0.25 kW          0. m    332. m        m   N 46 19  48.5  W 120  2  14.2  1202096    CENTRO FAMILIAR CRISTIANO
KKSR,239,95.7,FM,LIC,WALLA WALLA,WA,US,35717,100.0,427.0,45.984278,-118.169944,UNKNOWN
KKSR,239,95.7,FM,LIC,WALLA WALLA,WA,US,35717,1.5,-15.0,46.221528,-119.187222,"SMG - TRI-CITIES, LLC"
WSCM,239,95.7,FM,LIC,BALDWIN,WI,US,65632,4.0,124.0,44.942472,-92.416583,"CIVIC MEDIA, INC."
WRQT,239,95.7,FM,LIC,LA CROSSE,WI,US,36208,50.0,150.0,43.632472,-91.285139,"FAMILY RADIO, INC."
WRQT,239,95.7,FM,LIC,LA CROSSE,WI,US,36208,1.2,0.0,-186211.467,-91.3675,"36208            1.2 kW        246. m   509.2 m        m   N 43 48  23.0  W  91 22   3.0  1035149    FAMILY RADIO, INC."
WRIT-FM,239,95.7,FM,LIC,MILWAUKEE,WI,US,60233,34.0,186.0,43.09,-87.915361,"IHM LICENSES, LLC"
WRIT-FM,239,95.7,FM,LIC,MILWAUKEE,WI,US,60233,15.0,100.0,43.09,-87.915361,"IHM LICENSES, LLC"
W239CV,239,95.7,FX,LIC,OSHKOSH,WI,US,156035,0.25,0.0,-160005.583403,-88.544222,156035          0.25 kW          0. m   253.4 m        m   N 44 03  55.5  W  88 32  39.2             DAVID MAGNUM
W239CH,239,95.7,FX,LIC,CHARLESTON,WV,US,18869,0.25,0.0,38.357306,-81.667917,"BRISTOL BROADCASTING COMPANY, INC."
WSWW-FM,239,95.7,FM,LIC,CRAIGSVILLE,WV,US,166030,25.0,0.0,38.415639,-80.530083,UNKNOWN
W239CM,239,95.7,FX,LIC,MORGANTOWN,WV,US,140606,0.25,0.0,-271014.433403,-79.932556,"140606          0.25 kW DA       0. m   525.5 m        m   N 39 32  44.3  W  79 55  57.2             LHTC MEDIA OF WEST VIRGINIA, INC."
KCOV-LP,239,95.7,FL,LIC,GILLETTE,WY,US,125905,0.1,7.0,-197514.416694,-105.500278,125905           0.1 kW          7. m   1409. m        m   N 44 17    22  W 105 30     1             FIRST PRESBYTERIAN CHURCH
KKET,240,95.9,FM,LIC,ALLAKAKET,AK,US,199490,0.099,0.0,66.564222,-152.646528,UNKNOWN
KICE,240,95.9,FM,UNK,UNKNOWN,XX,US,792120,0.099,12.0,-281997.000027,-145.522222,792120         0.099 kW         12. m    390. m        m   N 63 59  30.0  W 145 31  20.0             OUR FATHER'S WORLD RADIO
KXLR,240,95.9,FM,LIC,FAIRBANKS,AK,US,49622,28.0,233.0,64.922056,-147.717722,"ROB INGSTAD LICENSES, LLC"
KBOU,240,95.9,FM,LIC,TOK,AK,US,775256,0.099,-35.0,-223435.933361,-143.055083,775256         0.099 kW        -35. m    524. m        m   N 63 18  36.2  W 143  3  18.3             OUR FATHERS WORLD RADIO
KBOU,240,95.9,FM,MOD,TOK,AK,US,775256,0.099,-23.0,-248251.933361,-143.0725,775256         0.099 kW        -23. m    512. m        m   N 63 20  14.8  W 143  4    21             OUR FATHERS WORLD RADIO
WTWX-FM,240,95.9,FM,LIC,GUNTERSVILLE,AL,US,25674,10.5,157.0,34.337306,-86.279417,UNKNOWN
WOXI-LP,240,95.9,FL,LIC,OXFORD,AL,US,196745,0.001,0.0,33.620833,-85.871667,CALHOUN COUNTY 9-1-1 DISTRICT
WTGZ,240,95.9,FM,LIC,TUSKEGEE,AL,US,48682,4.3,115.0,32.4715,-85.574389,UNKNOWN
KWHF,240,95.9,FM,LIC,ARRISBURG,AR,US,51923,42.0,136.0,35.795083,-90.793167,"EAST ARKANSAS BROADCASTERS OF JONESBORO, LLC"
KUUZ,240,95.9,FM,LIC,LAKE VILLAGE,AR,US,15961,20.0,92.0,33.335389,-91.125944,"FAMILY WORSHIP CENTER CHURCH, INC."
K240DC,240,95.9,FX,LIC,BUCKEYE,AZ,US,146197,0.25,0.0,33.56725,-112.557944,UNKNOWN
K240CL,240,95.9,FX,LIC,BULLHEAD CITY,AZ,US,70255,0.25,0.0,35.168306,-114.636611,UNKNOWN
KKLD,240,95.9,FM,LIC,COTTONWOOD,AZ,US,51642,21.0,799.0,34.686694,-112.117944,UNKNOWN
K240BO,240,95.9,FX,LIC,KINGMAN,AZ,US,54319,0.082,876.0,35.094167,-113.905778,UNKNOWN
K240EU,240,95.9,FX,LIC,TEMPE,AZ,US,156059,0.25,0.0,33.587806,-111.76125,UNKNOWN
KUKY,240,95.9,FM,LIC,WELLTON,AZ,US,162388,1.6,385.0,32.672833,-114.337222,HISPANIC TARGET MEDIA INC.
KBYN,240,95.9,FM,LIC,ARNOLD,CA,US,15005,0.86,263.0,38.377667,-120.1935,UNKNOWN
KXXZ,240,95.9,FM,LIC,BARSTOW,CA,US,27984,8.9,0.0,34.856083,-117.050861,UNKNOWN
KCAQ,240,95.9,FM,LIC,CAMARILLO,CA,US,70563,1.2,444.0,34.348611,-119.337889,GOLD COAST BROADCASTING LLC
K240DX,240,95.9,FX,LIC,EUREKA,CA,US,79122,0.2,0.0,40.825417,-124.002556,"K-LOVE, INC."
KRSH,240,95.9,FM,LIC,EALDSBURG,CA,US,16257,2.75,150.0,-143299.950764,-122.849694,16257           2.75 kW        150. m    571. m        m   N 38 44   7.6  W 122 50  58.9             B.C. RADIO LLC
KJJZ,240,95.9,FM,LIC,INDIAN WELLS,CA,US,165313,1.75,189.0,33.801139,-116.225278,UNKNOWN
K240FH,240,95.9,FX,LIC,LAKE ISABELLA,CA,US,202591,0.11,0.0,-270550.516697,-118.559556,202591          0.11 kW DA       0. m  2184.4 m        m   N 35 42  20.6  W 118 33  34.4  1036459    HILL BROADCASTING
K240FH,240,95.9,FX,LIC,LAKE ISABELLA,CA,US,202591,0.11,0.0,-270550.516697,-118.559556,202591          0.11 kW DA       0. m  2184.4 m        m   N 35 42  20.6  W 118 33  34.4  1036459    HILL BROADCASTING
KAIA,240,95.9,FM,LIC,LA MIRADA,CA,US,2195,6.0,100.0,-267214.585,-117.810056,"2195              6. kW        100. m    273. m        m   N 33 49  53.1  W 117 48  36.2             K-LOVE, INC."
K240AQ,240,95.9,FX,LIC,MENDOCINO,CA,US,14997,0.25,0.0,39.271833,-123.692222,"CALIFORNIA RADIO PARTNERS, INC."
K240AG,240,95.9,FX,LIC,UNKNOWN,XX,US,51176,0.719,277.0,41.072083,-121.22275,UNKNOWN
KAZX-LP,240,95.9,FL,CP,PALMDALE,CA,US,788030,0.1,30.0,-245567.833361,-118.086389,"788030           0.1 kW         30. m   1031. m        m   N 34 30    52  W 118 05    11             ACTON COMMUNITY CLUB, INCORPORATED"
KNLF,240,95.9,FM,LIC,QUINCY,CA,US,48496,1.0,-339.0,39.937389,-120.946611,UNKNOWN
KPBJ-LP,240,95.9,FL,CP,SHADOW HILLS,CA,US,788211,0.05,-174.0,-245565.850014,-118.325833,788211          0.05 kW       -174. m    426. m        m   N 34 15    39  W 118 19    33  1281117    SUN VALLEY ARTS AND CULTURE
K240AK,240,95.9,FX,LIC,SOLEDAD,CA,US,71978,0.027,485.0,36.383278,-121.428806,UNKNOWN
K240CD,240,95.9,FX,LIC,UNKNOWN,XX,US,71988,0.028,215.0,37.104111,-121.889389,UNKNOWN
K240AU,240,95.9,FX,LIC,UKIAH,CA,US,5037,0.09,512.0,39.325694,-123.273889,UNKNOWN
K240EJ,240,95.9,FX,LIC,YREKA,CA,US,155431,0.01,0.0,41.610417,-122.625,UNKNOWN
K240AB,240,95.9,FX,LIC,UNKNOWN,XX,US,56684,0.052,0.0,39.423028,-107.375861,UNKNOWN
KIDN-FM,240,95.9,FM,LIC,AYDEN,CO,US,57339,6.0,198.0,40.521083,-107.296722,UNKNOWN
WFOX,240,95.9,FM,LIC,NORWALK,CT,US,14379,3.0,67.0,41.115667,-73.434556,"CONNOISSEUR MEDIA LICENSES, LLC"
WFOX,240,95.9,FM,LIC,SOUTHPORT,CT,US,14379,3.0,91.0,41.115667,-73.434556,"CONNOISSEUR MEDIA LICENSES, LLC"
W240DJ,240,95.9,FX,LIC,WASHINGTON,DC,US,139772,0.25,0.0,39.000111,-77.056917,"RADIO ONE LICENSES, LLC"
WKZP,240,95.9,FM,LIC,BETHANY BEACH,DE,US,4674,2.8,107.0,38.422222,-75.139444,"IHM LICENSES, LLC"
W240DB,240,95.9,FX,LIC,AUBURNDALE,FL,US,76209,22.0,0.0,-152424.150061,-81.782889,"76209            .22 kW DA       0. m   121.7 m        m   N 28  2  27.3  W  81 46  58.4  1307663    RADIO TRAINING NETWORK, INC."
WAPQ-LP,240,95.9,FL,LIC,AVON PARK,FL,US,135640,0.1,24.0,27.627806,-81.523111,UNKNOWN
W240DU,240,95.9,FX,LIC,LAKE CITY,FL,US,201483,0.25,0.0,30.155778,-82.637056,"NEWMAN MEDIA, INC."
WTLE-LP,240,95.9,FL,LIC,LEESBURG,FL,US,777924,0.1,25.0,-283710.400028,-81.875556,"777924           0.1 kW         25. m     49. m        m   N 28 48    53  W  81 52    32             EMBER 911, INC."
W240CI,240,95.9,FX,LIC,NORTH PALM BEACH,FL,US,85933,0.25,0.0,26.762,-80.078083,"VIC CANALES MEDIA GROUP, LLC"
W240BV,240,95.9,FX,LIC,ORLANDO,FL,US,157091,0.099,0.0,28.605889,-81.417861,"CENTRAL FLORIDA EDUCATIONAL FOUNDATION, INC."
WGRL-LP,240,95.9,FL,LIC,SAINT CLOUD,FL,US,195032,0.087,32.0,28.240694,-81.302139,UNKNOWN
WROK-FM,240,95.9,FM,LIC,SEBASTIAN,FL,US,59536,25.0,88.0,27.818361,-80.621444,CUMULUS LICENSING LLC
WRBA,240,95.9,FM,LIC,SPRINGFIELD,FL,US,63584,32.0,159.0,-279226.742222,-85.533889,"63584            32. kW        159. m    184. m        m   N 30 23  43.0  W  85 32   2.0  1030678    RADIO TRAINING NETWORK, INC."
WJGH-LP,240,95.9,FL,LIC,SUMMERFIELD,FL,US,133510,0.1,17.0,29.01275,-82.125083,UNKNOWN
W240EK,240,95.9,FX,LIC,ATHENS,GA,US,85699,0.1,0.0,-194957.316694,-83.322028,"85699            0.1 kW DA      89. m   604.8 m        m   N 34  5   1.1  W  83 19  19.3  1020944    OCONEE COMMUNICATIONS COMPANY, LLC"
W240DR,240,95.9,FX,LIC,CAIRO,GA,US,200717,0.25,0.0,-123555.283403,-84.234167,"200717          0.25 kW          0. m    174. m        m   N 30 54   9.0  W  84 14   3.0  1020746    LOVETT BROADCASTING ENTERPRISES, INC."
WQZY,240,95.9,FM,LIC,DUBLIN,GA,US,62474,100.0,312.0,32.6785,-82.557083,"STATE RADIO LICENSE, INC."
W240BK,240,95.9,FX,LIC,RUTLAND,GA,US,158306,0.25,0.0,32.725694,-83.65825,"IHM LICENSES, LLC"
KPVS,240,95.9,FM,LIC,ILO,HI,US,51240,39.0,-78.0,19.835556,-155.109167,UNKNOWN
KXRG-LP,240,95.9,FL,LIC,ONOLULU,HI,US,132054,0.1,-39.0,21.330583,-157.856611,UNKNOWN
KKHI,240,95.9,FM,LIC,KAUNAKAKAI,HI,US,164280,3.0,516.0,-160750.000833,-156.898306,"164280            3. kW        516. m    694. m        m   N 20 50  30.1  W 156 53  53.9             K-LOVE, INC."
KSRF,240,95.9,FM,LIC,POIPU,HI,US,39136,51.0,60.0,21.991944,-159.405833,"PACIFIC RADIO GROUP, INC."
KCHA-FM,240,95.9,FM,LIC,CHARLES CITY,IA,US,41100,6.0,97.0,-144764.001667,-92.670722,"41100             6. kW         97. m    423. m        m   N 43  3  11.8  W  92 40  14.6  1017940    COLOFF MEDIA, LLC"
K240DZ,240,95.9,FX,LIC,DUBUQUE,IA,US,77016,0.153,0.0,42.496444,-90.685833,UNKNOWN
KILR-FM,240,95.9,FM,LIC,ESTHERVILLE,IA,US,29725,25.0,99.0,43.429111,-94.823333,"BEAVER BROADCASTING, INC."
KKFD-FM,240,95.9,FM,LIC,FAIRFIELD,IA,US,23037,4.1,122.0,40.97975,-92.096,UNKNOWN
KCOB-FM,240,95.9,FM,LIC,NEWTON,IA,US,9899,5.1,108.0,41.736361,-93.020194,UNKNOWN
K240DE,240,95.9,FX,LIC,SIOUX CITY,IA,US,146700,0.205,80.0,-120481.000057,-96.415306,146700         0.205 kW         80. m    437. m        m   N 42 29  39.0  W  96 24  55.1  1027853    HOPE MEDIA GROUP
K240AP,240,95.9,FX,LIC,PIERCE,ID,US,139,0.045,-145.0,46.491556,-115.792639,UNKNOWN
KLZX,240,95.9,FM,LIC,WESTON,ID,US,88184,25.0,66.0,41.871583,-111.809389,UNKNOWN
WERV-FM,240,95.9,FM,LIC,AURORA,IL,US,73171,2.85,103.0,41.769194,-88.267306,ALPHA MEDIA LICENSEE LLC
WERV-FM,240,95.9,FM,LIC,AURORA,IL,US,73171,3.0,91.0,41.769194,-88.267306,ALPHA MEDIA LICENSEE LLC
WOLG,240,95.9,FM,LIC,CARLINVILLE,IL,US,8882,6.0,99.0,39.240333,-89.907611,COVENANT NETWORK
WEZC,240,95.9,FM,LIC,CLINTON,IL,US,13901,6.0,0.0,40.095306,-88.96425,HART MEDIA GROUP LLC
WDQN-FM,240,95.9,FM,LIC,DUQUOIN,IL,US,17749,6.0,100.0,38.032278,-89.24175,"THREE ANGELS BROADCASTING NETWORK, INC."
W240EH,240,95.9,FX,LIC,EVANSTON,IL,US,202249,0.25,0.0,-144492.816736,-87.711167,202249          0.25 kW DA       0. m    225. m        m   N 42  1  19.1  W  87 42  40.2             AMBIENTE CLASICO LLC
W240DE,240,95.9,FX,LIC,EVANSTON,IL,US,147928,0.08,0.0,42.139028,-87.885806,"POLNET COMMUNICATIONS, LTD."
W240EI,240,95.9,FX,LIC,ARVEY,IL,US,203056,0.25,0.0,-166531.266736,-87.679361,"203056          0.25 kW DA       0. m    226. m        m   N 41 36  14.8  W  87 40  45.7             BRIAN BYRNES, RECEIVER"
W240EI,240,95.9,FX,MOD,ARVEY,IL,US,203056,0.25,0.0,-236939.266736,-87.681944,"203056          0.25 kW DA       0. m    319. m        m   N 41 37  15.0  W  87 40  55.0  1056805    BRIAN BYRNES, RECEIVER"
WNLF,240,95.9,FM,LIC,MACOMB,IL,US,84197,6.0,100.0,40.417556,-90.614306,VIRDEN BROADCASTING CORP.
W240DM,240,95.9,FX,LIC,PEORIA,IL,US,152553,0.25,0.0,40.648083,-89.557306,"MIDWEST COMMUNICATIONS, INC."
WIQI,240,95.9,FM,LIC,WATSEKA,IL,US,164237,6.0,74.0,40.822806,-87.748361,"SMASH HIT MEDIA, INC."
W240BJ,240,95.9,FX,LIC,CROWN POINT,IN,US,140647,0.01,0.0,41.348917,-87.400583,"CALVARY RADIO NETWORK, INC."
WFDM-FM,240,95.9,FM,LIC,FRANKLIN,IN,US,21842,3.4,91.0,39.513667,-86.068583,"PILGRIM COMMUNICATIONS, LLC"
WEFM,240,95.9,FM,LIC,MICHIGAN CITY,IN,US,41677,3.0,70.0,41.716139,-86.863083,UNKNOWN
WEFM,240,95.9,FM,LIC,MICHIGAN CITY,IN,US,41677,2.7,61.0,41.716139,-86.863083,UNKNOWN
WHLR,240,95.9,FM,LIC,SEELYVILLE,IN,US,66296,4.1,121.0,-159552.934472,-87.401667,"66296            4.1 kW        121. m    288. m        m   N 39 34  29.0  W 087 24  06.0  1227531    K-LOVE, INC."
WKID,240,95.9,FM,LIC,VEVAY,IN,US,55249,2.8,94.0,38.837667,-85.029917,WE BROADCASTING LLC
WKUZ,240,95.9,FM,LIC,WABASH,IN,US,69496,4.2,120.0,40.698361,-85.750806,UNKNOWN
W240CE,240,95.9,FX,LIC,WASHINGTON,IN,US,153936,0.099,0.0,38.603222,-87.1745,"SHAKE BROADCASTING, LLC"
K240EX,240,95.9,FX,LIC,ABILENE,KS,US,201692,0.25,0.0,-156972.533403,-97.202944,"201692          0.25 kW          0. m   499.8 m        m   N 38 57  51.6  W  97 12  10.6  1000214    MERIDIAN MEDIA, LLC"
KWHK,240,95.9,FM,LIC,UTCHINSON,KS,US,164086,2.85,0.0,38.049167,-98.012556,"AD ASTRA PER ASPERA BROADCASTING, INC."
K240EH,240,95.9,FX,LIC,PITTSBURG,KS,US,141943,0.25,0.0,37.350056,-94.71275,"COMMUNITY BROADCASTING, INC."
KRSL-FM,240,95.9,FM,LIC,RUSSELL,KS,US,71553,1.35,148.0,38.906111,-98.861194,UNKNOWN
KSOK-FM,240,95.9,FM,LIC,WINFIELD,KS,US,31893,15.2,128.0,37.075583,-96.93725,"DOXA WAVE, LLC"
W240CP,240,95.9,FX,LIC,BOWLING GREEN,KY,US,139196,0.25,0.0,36.960333,-86.546944,SOUTHERN BELLE BOWLING GREEN LLC
WFTM-FM,240,95.9,FM,LIC,MAYSVILLE,KY,US,62216,3.0,94.0,38.643111,-83.779639,UNKNOWN
W240CL,240,95.9,FX,LIC,PIKEVILLE,KY,US,140614,0.25,0.0,37.465944,-82.550972,MOUNTAIN TOP MEDIA LLC
WKRI-LP,240,95.9,FL,LIC,RICHMOND,KY,US,196114,0.1,30.0,37.724556,-84.310306,"RICHMONDRADIO,INC"
W240DV,240,95.9,FX,LIC,RUSSELL SPRINGS,KY,US,200262,0.25,0.0,-110177.700069,-85.080222,"200262          0.25 kW          0. m    358. m        m   N 37  5  39.2  W  85  4  48.8  1065125    HAMMOND BROADCASTING, INC."
WGKY,240,95.9,FM,LIC,WICKLIFFE,KY,US,53945,4.9,110.0,36.938111,-88.967,"WITHERS BROADCASTING COMPANY OF PADUCAH, LLC"
KZLG,240,95.9,FM,LIC,MANSURA,LA,US,88808,12.5,98.0,-278454.136806,-91.994722,"88808           12.5 kW         98. m    113. m        m   N 31  2  50.0  W  91 59  41.0  1028293    CAJUN BROADCASTING, INC."
K240EY,240,95.9,FX,LIC,NATCHITOCHES,LA,US,201442,0.25,0.0,31.763222,-93.063222,NORTH FACE BROADCASTING LLC
KMAR-FM,240,95.9,FM,LIC,WINNSBORO,LA,US,4762,6.0,0.0,32.184028,-91.747611,UNKNOWN
W240EB,240,95.9,FX,LIC,FALL RIVER,MA,US,202219,0.25,0.0,-87108.316736,-71.188667,"202219          0.25 kW DA       0. m    126. m        m   N 41 43  27.4  W  71 11  19.2  1006645    BRISTOL COUNTY BROADCASTING, INC."
WATD-FM,240,95.9,FM,LIC,MARSHFIELD,MA,US,40468,1.6,143.0,42.110944,-70.704194,"MARSHFIELD BROADCASTING CO., INC."
